ticker,cik_code,auditor,INTERNALCONTROL_EFFECTIVE,year_ended_date,financials_date,fiscal_year,signature_date,NUMBEROFCONTROLWEAKNESS,audit_fees,non_audit_fees,year,big4
OCUP,1228627,Baker Tilly Virchow Krause LLP (Inactive),Yes,2017-12-31,2017-12-31,2017,2018-03-09,0,219960,0,2017,0
MSEX,66004,Baker Tilly Virchow Krause LLP (Inactive),Yes,2018-12-31,2018-12-31,2018,2019-03-08,0,421997,29000,2018,0
YORW,108985,Baker Tilly Virchow Krause LLP (Inactive),Yes,2014-12-31,2014-12-31,2014,2015-03-10,0,153843,27347,2014,0
YORW,108985,Baker Tilly Virchow Krause LLP (Inactive),Yes,2015-12-31,2015-12-31,2015,2016-03-08,0,143865,18850,2015,0
YORW,108985,Baker Tilly Virchow Krause LLP (Inactive),Yes,2016-12-31,2016-12-31,2016,2017-03-07,0,149843,13000,2016,0
YORW,108985,Baker Tilly Virchow Krause LLP (Inactive),Yes,2017-12-31,2017-12-31,2017,2018-03-06,0,159783,13250,2017,0
YORW,108985,Baker Tilly Virchow Krause LLP (Inactive),Yes,2018-12-31,2018-12-31,2018,2019-03-12,0,151028,13650,2018,0
YORW,108985,Baker Tilly Virchow Krause LLP (Inactive),Yes,2019-12-31,2019-12-31,2019,2020-03-10,0,172551,14150,2019,0
CECE,3197,Battelle & Battelle LLP,No,2007-12-31,2007-12-31,2007,2008-03-17,4,426652,152315,2007,0
OUNZ,1546652,BBD LLP,Yes,2017-01-31,2017-01-31,2017,2017-04-13,0,60000,0,2017,0
OUNZ,1546652,BBD LLP,Yes,2018-01-31,2018-01-31,2018,2018-04-11,0,60000,0,2018,0
OUNZ,1546652,BBD LLP,Yes,2019-01-31,2019-01-31,2019,2019-04-11,0,60750,0,2019,0
OUNZ,1546652,BBD LLP,Yes,2020-01-31,2020-01-31,2020,2020-04-09,0,60750,0,2020,0
OUNZ,1546652,BBD LLP,Yes,2021-01-31,2021-01-31,2021,2021-04-09,0,60750,0,2021,0
KZIA,1075880,BDO Audit (NSW-VIC) Pty Ltd,Yes,2010-06-30,2010-06-30,2010,2010-12-08,0,293868,22945,2010,0
MTLS,1091223,BDO Bedrijfsrevisoren - BDO Réviseurs d'Entreprises,No,2019-12-31,2019-12-31,2019,2020-04-30,5,1366189,41434,2019,0
LONCF,1472619,BDO Canada LLP,Yes,2011-12-31,2011-12-31,2011,2012-03-29,0,182375,2199,2011,0
GAU,1377757,BDO Canada LLP,Yes,2010-03-31,2010-04-01,2010,2010-06-23,0,165696,2731,2010,0
GAU,1377757,BDO Canada LLP,Yes,2011-03-31,2011-03-31,2011,2011-06-23,0,217624,2748,2011,0
PME,1517130,BDO China Shu Lun Pan CPAs LLP,No,2014-12-31,2014-12-31,2014,2015-03-10,1,285750,74121,2014,0
PME,1517130,BDO China Shu Lun Pan CPAs LLP,No,2015-12-31,2015-12-31,2015,2016-03-09,1,625400,115025,2015,0
PME,1517130,BDO China Shu Lun Pan CPAs LLP,Yes,2017-12-31,2017-12-31,2017,2018-03-14,0,651400,0,2017,0
PME,1517130,BDO China Shu Lun Pan CPAs LLP,Yes,2018-12-31,2018-12-31,2018,2019-03-15,0,687158,0,2018,0
PME,1517130,BDO China Shu Lun Pan CPAs LLP,Yes,2019-12-31,2019-12-31,2019,2020-03-16,0,680000,0,2019,0
KNDI,1316517,BDO China Shu Lun Pan CPAs LLP,No,2016-12-31,2016-12-31,2016,2017-03-16,5,770000,10000,2016,0
KNDI,1316517,BDO China Shu Lun Pan CPAs LLP,No,2017-12-31,2017-12-31,2017,2018-03-16,2,370000,5000,2017,0
KNDI,1316517,BDO China Shu Lun Pan CPAs LLP,Yes,2018-12-31,2018-12-31,2018,2019-03-15,0,420000,50000,2018,0
SEED,1321851,BDO China Shu Lun Pan CPAs LLP,No,2011-09-30,2011-09-30,2011,2012-01-20,1,500000,30000,2011,0
ITP,1358190,BDO China Shu Lun Pan CPAs LLP,Yes,2011-12-31,2011-12-31,2011,2012-03-15,0,501997,0,2011,0
DSWL,946936,BDO China Shu Lun Pan CPAs LLP,Yes,2012-03-31,2012-03-31,2012,2012-07-20,0,193000,0,2012,0
SEED,1321851,BDO China Shu Lun Pan CPAs LLP,Yes,2012-09-30,2012-09-30,2012,2013-01-08,0,460000,30000,2012,0
ITP,1358190,BDO China Shu Lun Pan CPAs LLP,Yes,2012-12-31,2012-12-31,2012,2013-03-18,0,394512,15090,2012,0
DSWL,946936,BDO China Shu Lun Pan CPAs LLP,Yes,2013-03-31,2013-03-31,2013,2013-07-16,0,193000,0,2013,0
SEED,1321851,BDO China Shu Lun Pan CPAs LLP,Yes,2013-09-30,2013-09-30,2013,2014-01-22,0,350000,30000,2013,0
DSWL,946936,BDO China Shu Lun Pan CPAs LLP,Yes,2014-03-31,2014-03-31,2014,2014-07-11,0,191000,0,2014,0
SEED,1321851,BDO China Shu Lun Pan CPAs LLP,Yes,2014-09-30,2014-09-30,2014,2015-01-12,0,340000,30000,2014,0
DSWL,946936,BDO China Shu Lun Pan CPAs LLP,Yes,2015-03-31,2015-03-31,2015,2015-07-28,0,189000,0,2015,0
SEED,1321851,BDO China Shu Lun Pan CPAs LLP,Yes,2015-09-30,2015-09-30,2015,2016-01-28,0,310000,40000,2015,0
SEED,1321851,BDO China Shu Lun Pan CPAs LLP,Yes,2016-09-30,2016-09-30,2016,2017-01-09,0,300000,30000,2016,0
ACMR,1680062,BDO China Shu Lun Pan CPAs LLP,Yes,2020-12-31,2020-12-31,2020,2021-03-01,0,479225,410350,2020,0
GNOLF,1261002,BDO Dunwoody LLP,No,2007-12-31,2007-12-31,2007,2008-04-18,1,194615,0,2007,0
SRT,1031029,BDO India LLP,No,2020-12-31,2020-12-31,2020,2021-03-16,1,620000,0,2020,0
KZIA,1075880,BDO Kendalls (NSW),Yes,2008-06-30,2008-06-30,2008,2008-11-28,0,299419,56477,2008,0
KZIA,1075880,BDO Kendalls Audit & Assurance (NSW-VIC) Pty Ltd,Yes,2009-06-30,2009-06-30,2009,2009-12-09,0,253914,46307,2009,0
HOLI,1357450,BDO Limited (HK),Yes,2011-06-30,2011-06-30,2011,2011-09-20,0,550000,0,2011,0
DSWL,946936,BDO Limited (HK),Yes,2009-03-31,2009-03-31,2009,2009-08-14,0,226000,0,2009,0
SEED,1321851,BDO Limited (HK),Yes,2009-09-30,2009-09-30,2009,2010-01-14,0,500000,80000,2009,0
ITP,1358190,BDO Limited (HK),Yes,2009-12-31,2009-12-31,2009,2010-03-28,0,150000,500,2009,0
DSWL,946936,BDO Limited (HK),Yes,2010-03-31,2010-03-31,2010,2010-07-29,0,206000,0,2010,0
HOLI,1357450,BDO Limited (HK),Yes,2010-06-30,2010-06-30,2010,2010-12-21,0,581000,0,2010,0
SEED,1321851,BDO Limited (HK),Yes,2010-09-30,2010-09-30,2010,2011-01-27,0,450000,30000,2010,0
*,1350684,BDO Limited (HK),Yes,2010-12-31,2010-12-28,2010,2011-03-08,0,526633,20000,2010,0
ITP,1358190,BDO Limited (HK),Yes,2010-12-31,2010-12-31,2010,2011-03-15,0,259494,225000,2010,0
GURE,885462,BDO Limited (HK),No,2010-12-31,2010-12-31,2010,2011-03-16,1,354000,112193,2010,0
DSWL,946936,BDO Limited (HK),Yes,2011-03-31,2011-03-31,2011,2011-08-02,0,198000,3000,2011,0
ITP,1358190,BDO Limited (HK),Yes,2009-12-31,2009-12-31,2009,2011-09-26,0,150000,500,2009,0
HOLI,1357450,BDO Limited (HK),Yes,2011-06-30,2011-06-30,2011,2011-09-21,0,550000,0,2011,0
SEED,1321851,BDO McCabe Lo Limited,No,2007-09-30,2007-09-30,2007,2008-02-27,1,730000,110000,2007,0
SEED,1321851,BDO McCabe Lo Limited,No,2008-09-30,2008-09-30,2008,2009-03-24,1,700000,105000,2008,0
DSWL,946936,BDO McCabe Lo Limited,No,2008-03-31,2008-03-31,2008,2008-09-17,1,244000,0,2008,0
OIBRQ,1160846,BDO RCS Auditores Independentes,No,2018-12-31,2018-12-31,2018,2019-04-26,1,2748886,164934,2018,0
OIBRQ,1160846,BDO RCS Auditores Independentes,Yes,2019-12-31,2019-12-31,2019,2020-04-30,0,1320135,1218586,2019,0
OIBRQ,1160846,BDO RCS Auditores Independentes,No,2020-12-31,2020-12-31,2020,2021-05-11,2,1019195,137199,2020,0
GFASY,1389207,BDO RCS Auditores Independentes,No,2018-12-31,2018-12-31,2018,2019-10-29,4,888990,0,2018,0
GFASY,1389207,BDO RCS Auditores Independentes,No,2019-12-31,2019-12-31,2019,2020-06-22,2,437929,0,2019,0
TILE,715787,BDO Seidman LLP,Yes,2005-01-02,2004-12-31,2004,2005-03-16,0,3052000,320000,2004,0
TILE,715787,BDO Seidman LLP,Yes,2006-01-01,2006-01-01,2005,2006-03-10,0,2568000,271000,2005,0
TILE,715787,BDO Seidman LLP,Yes,2006-12-31,2006-12-31,2006,2007-03-09,0,2212000,70000,2006,0
PESI,891532,BDO Seidman LLP,No,2006-12-31,2006-12-31,2006,2007-03-29,3,478000,49300,2006,0
TILE,715787,BDO Seidman LLP,Yes,2007-12-30,2007-12-30,2007,2008-02-27,0,1764000,240000,2007,0
PESI,891532,BDO Seidman LLP,No,2007-12-31,2007-12-31,2007,2008-03-31,2,557000,34000,2007,0
TILE,715787,BDO Seidman LLP,Yes,2008-12-28,2008-12-28,2008,2009-02-24,0,1798000,254000,2008,0
PESI,891532,BDO Seidman LLP,No,2008-12-31,2008-12-31,2008,2009-03-30,3,548000,55000,2008,0
PESI,891532,BDO Seidman LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-12,0,537000,40000,2009,0
TILE,715787,BDO Seidman LLP,Yes,2009-12-31,2010-01-03,2009,2010-03-15,0,1760000,84000,2009,0
ARTNA,863110,BDO Seidman LLP,Yes,2005-12-31,2005-12-31,2005,2006-03-10,0,353000,121000,2005,0
ARTNA,863110,BDO Seidman LLP,Yes,2006-12-31,2006-12-31,2006,2007-03-14,0,370000,31000,2006,0
ARTNA,863110,BDO Seidman LLP,Yes,2007-12-31,2007-12-31,2007,2008-03-12,0,548000,16000,2007,0
ARTNA,863110,BDO Seidman LLP,Yes,2008-12-31,2008-12-31,2008,2009-03-12,0,395000,16400,2008,0
LRN,1157408,BDO Seidman LLP,Yes,2009-06-30,2009-06-30,2009,2009-09-11,0,909000,0,2009,0
ARTNA,863110,BDO Seidman LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-11,0,444000,18700,2009,0
FORR,1023313,BDO Seidman LLP,Yes,2004-12-31,2004-12-31,2004,2005-03-14,0,398149,6774,2004,0
ICAD,749660,BDO Seidman LLP,Yes,2004-12-31,2004-12-31,2004,2005-03-14,0,209289,24000,2004,0
NUAN,1002517,BDO Seidman LLP,No,2005-09-30,2005-09-30,2005,2005-12-14,1,2690420,355296,2005,0
FORR,1023313,BDO Seidman LLP,No,2005-12-31,2005-12-31,2005,2006-03-14,1,519296,13487,2005,0
ICAD,749660,BDO Seidman LLP,Yes,2005-12-31,2005-12-31,2005,2006-03-31,0,366077,10335,2005,0
SWBI,1092796,BDO Seidman LLP,Yes,2006-04-30,2006-04-30,2006,2006-07-14,0,903265,353138,2006,0
NUAN,1002517,BDO Seidman LLP,Yes,2006-09-30,2006-09-30,2006,2006-12-14,0,3292680,1588820,2006,0
ICAD,749660,BDO Seidman LLP,Yes,2006-12-31,2006-12-31,2006,2007-03-22,0,322000,30400,2006,0
SWBI,1092796,BDO Seidman LLP,Yes,2007-04-30,2007-04-30,2007,2007-07-16,0,1384340,437956,2007,0
FORR,1023313,BDO Seidman LLP,No,2006-12-31,2006-12-31,2006,2007-11-02,2,563906,12654,2006,0
NUAN,1002517,BDO Seidman LLP,Yes,2007-09-30,2007-09-30,2007,2007-11-29,0,3323235,499935,2007,0
FORR,1023313,BDO Seidman LLP,Yes,2007-12-31,2007-12-31,2007,2008-03-14,0,1556342,190229,2007,0
ICAD,749660,BDO Seidman LLP,Yes,2007-12-31,2007-12-31,2007,2008-03-14,0,351200,0,2007,0
SWBI,1092796,BDO Seidman LLP,Yes,2008-04-30,2008-04-30,2008,2008-06-27,0,1219339,27146,2008,0
NUAN,1002517,BDO Seidman LLP,Yes,2008-09-30,2008-09-30,2008,2008-12-01,0,4931504,226010,2008,0
ICAD,749660,BDO Seidman LLP,Yes,2008-12-31,2008-12-31,2008,2009-03-05,0,370000,0,2008,0
FORR,1023313,BDO Seidman LLP,Yes,2008-12-31,2008-12-31,2008,2009-03-13,0,642515,359540,2008,0
SWBI,1092796,BDO Seidman LLP,Yes,2009-04-30,2009-04-30,2009,2009-06-30,0,1185998,40000,2009,0
NUAN,1002517,BDO Seidman LLP,Yes,2009-09-30,2009-09-30,2009,2009-11-25,0,4002747,80281,2009,0
FORR,1023313,BDO Seidman LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-12,0,603760,62667,2009,0
SWBI,1092796,BDO Seidman LLP,Yes,2010-04-30,2010-04-30,2010,2010-06-30,0,1460867,25238,2010,0
DDD,910638,BDO Seidman LLP,No,2007-12-31,2007-12-31,2007,2008-03-17,2,2111000,0,2007,0
DDD,910638,BDO Seidman LLP,Yes,2008-12-31,2008-12-31,2008,2009-03-03,0,1145000,16000,2008,0
DDD,910638,BDO Seidman LLP,Yes,2009-12-31,2009-12-31,2009,2010-02-24,0,826000,19000,2009,0
ACUR,786947,BDO Seidman LLP,Yes,2008-12-31,2008-12-31,2008,2009-02-27,0,131764,180677,2008,0
CECE,3197,BDO Seidman LLP,No,2008-12-31,2008-12-31,2008,2009-03-13,7,502110,8700,2008,0
ACUR,786947,BDO Seidman LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-02,0,118100,62255,2009,0
ECPG,1084961,BDO Seidman LLP,Yes,2004-12-31,2004-12-31,2004,2005-02-04,0,1332000,369000,2004,0
HRBR,899394,BDO Seidman LLP,Yes,2004-12-31,2004-12-31,2004,2005-03-04,0,309066,6500,2004,0
LGND,886163,BDO Seidman LLP,No,2004-12-31,2004-12-31,2004,2005-11-11,6,575883,58708,2004,0
ECPG,1084961,BDO Seidman LLP,Yes,2005-12-31,2005-12-31,2005,2006-02-16,0,637000,405000,2005,0
HRBR,899394,BDO Seidman LLP,Yes,2005-12-31,2005-12-31,2005,2006-03-10,0,281020,6500,2005,0
BIOL,811240,BDO Seidman LLP,No,2005-12-31,2005-12-31,2005,2006-03-07,1,1144820,28037,2005,0
LGND,886163,BDO Seidman LLP,No,2005-12-31,2005-12-31,2005,2006-03-23,8,1360900,1651500,2005,0
ECPG,1084961,BDO Seidman LLP,Yes,2006-12-31,2006-12-31,2006,2007-02-27,0,462500,105500,2006,0
HRBR,899394,BDO Seidman LLP,Yes,2006-12-31,2006-12-31,2006,2007-03-05,0,266410,7081,2006,0
LGND,886163,BDO Seidman LLP,Yes,2006-12-31,2006-12-31,2006,2007-03-14,0,2414300,711900,2006,0
BIOL,811240,BDO Seidman LLP,Yes,2006-12-31,2006-12-31,2006,2007-03-16,0,1252830,0,2006,0
LGND,886163,BDO Seidman LLP,Yes,2007-12-31,2007-12-31,2007,2008-02-28,0,955800,144500,2007,0
HRBR,899394,BDO Seidman LLP,Yes,2007-12-31,2007-12-31,2007,2007-03-12,0,175522,8000,2007,0
BIOL,811240,BDO Seidman LLP,No,2007-12-31,2007-12-31,2007,2008-03-14,1,1112355,15667,2007,0
BIOL,811240,BDO Seidman LLP,Yes,2008-12-31,2008-12-31,2008,2009-03-16,0,887541,0,2008,0
EZPW,876523,BDO Seidman LLP,Yes,2005-09-30,2005-09-30,2005,2005-11-18,0,572863,208762,2005,0
AXAS,867665,BDO Seidman LLP,Yes,2005-12-31,2005-12-31,2005,2006-03-08,0,459972,12270,2005,0
GME,1326380,BDO Seidman LLP,Yes,2006-01-28,2006-01-28,2006,2006-03-29,0,2025070,45075,2006,0
GROW,754811,BDO Seidman LLP,Yes,2006-06-30,2006-06-30,2006,2006-08-28,0,418335,26700,2006,0
EZPW,876523,BDO Seidman LLP,Yes,2006-09-30,2006-09-30,2006,2006-11-03,0,535709,15862,2006,0
AXAS,867665,BDO Seidman LLP,Yes,2006-12-31,2006-12-31,2006,2007-03-09,0,422247,25284,2006,0
GME,1326380,BDO Seidman LLP,Yes,2007-02-03,2007-02-03,2007,2007-04-02,0,2230230,9000,2007,0
AZZ,8947,BDO Seidman LLP,Yes,2007-02-28,2007-02-28,2007,2007-05-10,0,402612,144660,2007,0
GROW,754811,BDO Seidman LLP,Yes,2007-06-30,2007-06-30,2007,2007-09-12,0,444868,34735,2007,0
EZPW,876523,BDO Seidman LLP,Yes,2007-09-30,2007-09-30,2007,2007-12-10,0,526523,24855,2007,0
HEES,1339605,BDO Seidman LLP,Yes,2007-12-31,2007-12-31,2007,2008-03-06,0,864822,501115,2007,0
MTEX,1056358,BDO Seidman LLP,Yes,2007-12-31,2007-12-31,2007,2008-03-14,0,1551000,219000,2007,0
AXAS,867665,BDO Seidman LLP,Yes,2007-12-31,2007-12-31,2007,2008-03-17,0,476525,434255,2007,0
*,1170154,BDO Seidman LLP,Yes,2007-12-31,2007-12-31,2007,2008-03-14,0,588000,31000,2007,0
GME,1326380,BDO Seidman LLP,Yes,2008-02-02,2008-02-02,2008,2008-03-31,0,2128510,238076,2008,0
AZZ,8947,BDO Seidman LLP,Yes,2008-02-29,2008-02-29,2008,2008-05-09,0,367829,72400,2008,0
GROW,754811,BDO Seidman LLP,Yes,2008-06-30,2008-06-30,2008,2008-09-10,0,399280,42131,2008,0
EZPW,876523,BDO Seidman LLP,Yes,2008-09-30,2008-09-30,2008,2008-12-12,0,671692,33926,2008,0
HEES,1339605,BDO Seidman LLP,Yes,2008-12-31,2008-12-31,2008,2009-03-03,0,715000,0,2008,0
MTEX,1056358,BDO Seidman LLP,Yes,2008-12-31,2008-12-31,2008,2009-03-11,0,1144000,162000,2008,0
*,1170154,BDO Seidman LLP,Yes,2008-12-31,2008-12-31,2008,2009-03-13,0,513000,18000,2008,0
GME,1326380,BDO Seidman LLP,Yes,2009-01-31,2009-01-31,2009,2009-03-31,0,2756740,92600,2009,0
AXAS,867665,BDO Seidman LLP,Yes,2008-12-31,2008-12-31,2008,2009-02-24,0,622327,389803,2008,0
AZZ,8947,BDO Seidman LLP,Yes,2009-02-28,2009-02-28,2009,2009-05-08,0,453752,131260,2009,0
GROW,754811,BDO Seidman LLP,Yes,2009-06-30,2009-06-30,2009,2009-09-10,0,371706,79386,2009,0
EZPW,876523,BDO Seidman LLP,Yes,2009-09-30,2009-09-30,2009,2009-12-14,0,691564,151877,2009,0
HEES,1339605,BDO Seidman LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-05,0,690000,0,2009,0
MTEX,1056358,BDO Seidman LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-11,0,1001000,151000,2009,0
*,1170154,BDO Seidman LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-25,0,464000,0,2009,0
GME,1326380,BDO Seidman LLP,Yes,2010-01-30,2010-01-30,2010,2010-03-30,0,2560200,56931,2010,0
AZZ,8947,BDO Seidman LLP,Yes,2010-02-28,2010-02-28,2010,2010-05-12,0,399120,107730,2010,0
SCS,1050825,BDO Seidman LLP,Yes,2005-02-25,2005-02-25,2005,2005-03-31,0,1667000,503000,2005,0
SCS,1050825,BDO Seidman LLP,Yes,2006-02-24,2006-02-24,2006,2006-04-07,0,1827000,510000,2006,0
SCS,1050825,BDO Seidman LLP,Yes,2007-02-23,2007-02-23,2007,2007-04-19,0,2022000,476000,2007,0
MBWM,1042729,BDO Seidman LLP,Yes,2007-12-31,2007-12-31,2007,2008-02-25,0,227615,21500,2007,0
SHYF,743238,BDO Seidman LLP,Yes,2007-12-31,2007-12-31,2007,2008-03-10,0,451884,163738,2007,0
SCS,1050825,BDO Seidman LLP,Yes,2008-02-29,2008-02-29,2008,2008-04-25,0,1792000,419000,2008,0
GLRE,1385613,BDO Seidman LLP,Yes,2009-12-31,2009-12-31,2009,2010-02-24,0,340000,0,2009,0
GLRE,1385613,BDO Seidman LLP,Yes,2008-12-31,2008-12-31,2008,2009-02-23,0,280000,0,2008,0
MBWM,1042729,BDO Seidman LLP,Yes,2008-12-31,2008-12-31,2008,2009-03-11,0,259581,15000,2008,0
SHYF,743238,BDO Seidman LLP,Yes,2008-12-31,2008-12-31,2008,2009-03-11,0,413000,241957,2008,0
SCS,1050825,BDO Seidman LLP,Yes,2009-02-27,2009-02-27,2009,2009-04-23,0,1612000,334000,2009,0
MBWM,1042729,BDO Seidman LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-15,0,257707,16000,2009,0
SHYF,743238,BDO Seidman LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-15,0,504625,438133,2009,0
DRQ,1042893,BDO Seidman LLP,Yes,2004-12-31,2004-12-31,2004,2005-03-11,0,1231396,246045,2004,0
DRQ,1042893,BDO Seidman LLP,Yes,2005-12-31,2005-12-31,2005,2006-03-09,0,1103000,0,2005,0
PRFT,1085869,BDO Seidman LLP,No,2005-12-31,2005-12-31,2005,2006-03-30,1,1056000,5000,2005,0
DRQ,1042893,BDO Seidman LLP,Yes,2006-12-31,2006-12-31,2006,2007-03-01,0,1176000,0,2006,0
PRFT,1085869,BDO Seidman LLP,Yes,2006-12-31,2006-12-31,2006,2007-03-01,0,767000,2100,2006,0
PRFT,1085869,BDO Seidman LLP,Yes,2006-12-31,2006-12-31,2006,2007-08-13,0,767000,2100,2006,0
DRQ,1042893,BDO Seidman LLP,Yes,2007-12-31,2007-12-31,2007,2008-02-28,0,1258000,0,2007,0
DRQ,1042893,BDO Seidman LLP,Yes,2008-12-31,2008-12-31,2008,2009-02-26,0,1270000,35840,2008,0
DRQ,1042893,BDO Seidman LLP,Yes,2009-12-31,2009-12-31,2009,2010-02-25,0,1161000,0,2009,0
DDD,910638,BDO Seidman LLP,Yes,2004-12-31,2004-12-31,2004,2005-03-01,0,1147000,59000,2004,0
RC.C,1047884,BDO Seidman LLP,Yes,2004-12-31,2004-12-31,2004,2005-03-15,0,375000,213000,2004,0
AVD,5981,BDO Seidman LLP,Yes,2004-12-31,2004-12-31,2004,2005-03-03,0,303000,94000,2004,0
AERG,879911,BDO Seidman LLP,Yes,2004-12-31,2004-12-31,2004,2005-03-11,0,554000,109000,2004,0
STAA,718937,BDO Seidman LLP,Yes,2004-12-31,2004-12-31,2004,2005-03-16,0,593000,13000,2004,0
LINK,828146,BDO Seidman LLP,No,2004-12-31,2004-12-31,2004,2005-03-25,4,693829,15782,2004,0
UHAL,4457,BDO Seidman LLP,Yes,2005-03-31,2005-03-31,2005,2005-06-13,0,4004000,45000,2005,0
DDD,910638,BDO Seidman LLP,Yes,2005-12-31,2005-12-31,2005,2006-02-28,0,1164000,97000,2005,0
STAA,718937,BDO Seidman LLP,Yes,2005-12-30,2005-12-30,2005,2006-03-15,0,695000,9000,2005,0
RC.C,1047884,BDO Seidman LLP,Yes,2005-12-31,2005-12-31,2005,2006-03-13,0,425125,255798,2005,0
OTRK,1136174,BDO Seidman LLP,Yes,2005-12-31,2005-12-31,2005,2006-03-15,0,563000,44000,2005,0
AVD,5981,BDO Seidman LLP,Yes,2005-12-31,2005-12-31,2005,2006-03-10,0,474000,135000,2005,0
UHAL,4457,BDO Seidman LLP,Yes,2006-03-31,2006-03-31,2006,2006-06-10,0,4139000,54000,2006,0
LINK,828146,BDO Seidman LLP,No,2005-12-31,2005-12-31,2005,2006-07-21,5,829872,100909,2005,0
AVD,5981,BDO Seidman LLP,Yes,2006-12-31,2006-12-31,2006,2007-03-14,0,503000,186000,2006,0
OTRK,1136174,BDO Seidman LLP,Yes,2006-12-31,2006-12-31,2006,2007-03-14,0,547000,104000,2006,0
RC.C,1047884,BDO Seidman LLP,Yes,2006-12-31,2006-12-31,2006,2007-03-15,0,521000,0,2006,0
JAKK,1009829,BDO Seidman LLP,Yes,2006-12-31,2006-12-31,2006,2007-03-15,0,1084957,30988,2006,0
CYTR,799698,BDO Seidman LLP,No,2006-12-31,2006-12-31,2006,2007-04-02,2,815000,138000,2006,0
DDD,910638,BDO Seidman LLP,No,2006-12-31,2006-12-31,2006,2007-04-30,7,3000000,0,2006,0
STAA,718937,BDO Seidman LLP,No,2006-12-29,2006-12-29,2006,2007-03-29,1,1070000,47000,2006,0
JAKK,1009829,BDO Seidman LLP,Yes,2007-12-31,2007-12-31,2007,2008-02-28,0,1026500,0,2007,0
RC.C,1047884,BDO Seidman LLP,Yes,2007-12-31,2007-12-31,2007,2008-03-12,0,656000,212285,2007,0
STAA,718937,BDO Seidman LLP,Yes,2007-12-28,2007-12-28,2007,2008-03-12,0,1055000,34000,2007,0
AVD,5981,BDO Seidman LLP,Yes,2007-12-31,2007-12-31,2007,2008-03-17,0,621000,93000,2007,0
OTRK,1136174,BDO Seidman LLP,Yes,2007-12-31,2007-12-31,2007,2008-03-14,0,745000,198000,2007,0
JAKK,1009829,BDO Seidman LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-16,0,1266000,96160,2009,0
CYTR,799698,BDO Seidman LLP,No,2007-12-31,2007-12-31,2007,2008-04-01,2,656000,847000,2007,0
JAKK,1009829,BDO Seidman LLP,Yes,2008-12-31,2008-12-31,2008,2009-02-28,0,1065000,50600,2008,0
CYTR,799698,BDO Seidman LLP,Yes,2008-12-31,2008-12-31,2008,2009-03-11,0,350311,995262,2008,0
AVD,5981,BDO Seidman LLP,Yes,2008-12-31,2008-12-31,2008,2009-03-13,0,605000,131000,2008,0
OTRK,1136174,BDO Seidman LLP,Yes,2008-12-31,2008-12-31,2008,2009-03-31,0,518000,40000,2008,0
STAA,718937,BDO Seidman LLP,Yes,2009-01-02,2009-01-02,2008,2009-04-02,0,1032000,26000,2008,0
AVD,5981,BDO Seidman LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-10,0,506000,294000,2009,0
CYTR,799698,BDO Seidman LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-12,0,408500,33260,2009,0
STAA,718937,BDO Seidman LLP,Yes,2010-01-01,2010-01-01,2009,2010-04-01,0,836500,24500,2009,0
REFR,793524,BDO Seidman LLP,Yes,2007-12-31,2007-12-31,2007,2008-03-11,0,149500,14500,2007,0
REFR,793524,BDO Seidman LLP,Yes,2008-12-31,2008-12-31,2008,2009-03-05,0,154000,14500,2008,0
REFR,793524,BDO Seidman LLP,Yes,2009-12-31,2009-12-31,2009,2010-03-10,0,145000,13000,2009,0
NHI,877860,BDO Seidman LLP,Yes,2004-12-31,2004-12-31,2004,2005-02-18,0,160000,0,2004,0
NHC,1047335,BDO Seidman LLP,Yes,2004-12-31,2004-12-31,2004,2005-02-18,0,365000,0,2004,0
HR,899749,BDO Seidman LLP,No,2004-12-31,2004-12-31,2004,2005-11-23,3,1936396,79326,2004,0
HR,899749,BDO Seidman LLP,Yes,2005-12-31,2005-12-31,2005,2006-02-28,0,580983,17958,2005,0
NHI,877860,BDO Seidman LLP,Yes,2005-12-31,2005-12-31,2005,2006-02-22,0,212711,4530,2005,0
NHC,1047335,BDO Seidman LLP,Yes,2005-12-31,2005-12-31,2005,2006-03-10,0,437016,0,2005,0
HR,899749,BDO Seidman LLP,Yes,2006-12-31,2006-12-31,2006,2007-03-01,0,653000,7905,2006,0
DVCR,919956,BDO Seidman LLP,Yes,2006-12-31,2006-12-31,2006,2007-03-13,0,645000,157000,2006,0
NHI,877860,BDO Seidman LLP,Yes,2006-12-31,2006-12-31,2006,2007-03-23,0,324147,0,2006,0
MTZ,15615,BDO Seidman LLP,No,2004-12-31,2004-12-31,2004,2005-03-29,1,2700000,36000,2004,0
MTZ,15615,BDO Seidman LLP,Yes,2005-12-31,2005-12-31,2005,2006-02-27,0,2200000,40000,2005,0
