companyname,stateincorp,ticker,year,sic,totalassets,costofgoodssold,netincome,sale,advertising,sellingadmin,mktvalue,commonequity,totalliability
BLOCK H & R INC,MO,HRB,2014,7200,4693.529,1474.527,475.157,3024.295,238.763,611.083,7793.5598,1556.549,3136.98
BLOCK H & R INC,MO,HRB,2015,7200,4515.42,1522.565,473.663,3078.658,273.682,605.559,8324.316,1832.949,2682.471
BLOCK H & R INC,MO,HRB,2016,7200,2857.775,1569.645,374.267,3038.153,297.762,661.718,4463.2843,23.103,2834.672
BLOCK H & R INC,MO,HRB,2017,7200,2694.108,1524.588,408.945,3036.314,261.281,613.574,5135.7691,-60.883,2754.991
BOB EVANS FARMS,DE,BOBE,2008,2013,1207.036,1403.937,64.876,1737.026,40.775,144.742,859.2508,612.565,594.411
BOB EVANS FARMS,DE,BOBE,2009,2013,1147.648,1415.106,-5.146,1750.512,45.708,149.046,744.766,597.706,549.942
BOB EVANS FARMS,DE,BOBE,2010,2013,1109.157,1389.311,70.328,1726.804,45.648,143.464,939.406,638.157,471
BOB EVANS FARMS,DE,BOBE,2011,2013,1094.321,1339.741,54.163,1676.906,49.311,161.064,947.9814,664.11,430.211
BOB EVANS FARMS,DE,BOBE,2012,2013,1065.777,1313.675,72.85,1652.403,51.266,150.456,1094.0464,656.586,409.191
BOB EVANS FARMS,DE,BOBE,2013,2013,1013.837,1266.974,-2.862,1608.909,45.384,158.173,1188.2961,581.131,432.706
BOB EVANS FARMS,DE,BOBE,2014,2013,1068.316,1048.959,33.685,1328.552,36.673,148.453,1099.7108,385.588,682.728
BOB EVANS FARMS,DE,BOBE,2015,2013,1032.587,1078.643,16.553,1349.19,38.08,143.768,1006.9691,379.991,652.596
BOB EVANS FARMS,DE,BOBE,2016,2013,800.374,1074.793,24.222,1338.827,36.566,130.06,899.7338,216.444,583.93
BOB EVANS FARMS,DE,BOBE,2017,2013,449.244,269.186,126.467,394.842,9.006,54.153,1321.185,331.648,117.596
ROBERT HALF INTL INC,DE,RHI,2008,7363,1411.85,2616.39,250.181,4600.554,50.2,1496.839,3142.6333,983.888,427.962
ROBERT HALF INTL INC,DE,RHI,2009,7363,1283.535,1869.062,37.263,3036.547,32.2,1036.899,3973.2809,899.81,383.725
ROBERT HALF INTL INC,DE,RHI,2010,7363,1273.984,1925.513,66.069,3175.093,37.9,1079.033,4473.1998,834.371,439.613
ROBERT HALF INTL INC,DE,RHI,2011,7363,1311.836,2236.112,149.922,3776.976,42.728,1240.184,4043.7676,800.505,511.331
ROBERT HALF INTL INC,DE,RHI,2012,7363,1381.271,2413.827,209.942,4111.213,42.256,1286.614,4436.949,842.011,539.26
ROBERT HALF INTL INC,DE,RHI,2013,7363,1490.271,2475.731,252.195,4245.895,38.845,1324.815,5772.1973,919.643,570.628
ROBERT HALF INTL INC,DE,RHI,2014,7363,1647.267,2722.974,305.928,4695.014,42.335,1425.734,7889.1229,979.858,667.409
ROBERT HALF INTL INC,DE,RHI,2015,7363,1702.96,2927.189,357.796,5094.933,44.015,1533.799,6182.6938,1003.781,699.179
ROBERT HALF INTL INC,DE,RHI,2016,7363,1777.971,3026.645,343.389,5250.399,47.312,1597.217,6233.9377,1086.599,691.372
ROBERT HALF INTL INC,DE,RHI,2017,7363,1867.454,3039.047,290.584,5266.789,49.433,1646.532,6901.4559,1105.265,762.189
BOWL AMERICA INC  -CL A,MD,BWL.A,2008,7900,44.057,23.16,3.535,30.104,0.55,0.867,71.6472,38.215,5.842
BOWL AMERICA INC  -CL A,MD,BWL.A,2009,7900,42.967,23.292,3.057,29.712,0.744,0.938,62.7202,37.579,5.388
BOWL AMERICA INC  -CL A,MD,BWL.A,2010,7900,41.41,22.211,1.851,27.084,0.849,0.896,72.5727,36.404,5.006
BOWL AMERICA INC  -CL A,MD,BWL.A,2011,7900,40.918,22.212,1.557,26.503,0.959,0.964,69.5385,35.301,5.617
BOWL AMERICA INC  -CL A,MD,BWL.A,2012,7900,39.368,20.786,1.425,24.666,0.616,0.932,64.6451,33.685,5.683
BOWL AMERICA INC  -CL A,MD,BWL.A,2013,7900,36.725,19.748,3.155,23.857,0.45,0.926,67.0982,31.032,5.693
BOWL AMERICA INC  -CL A,MD,BWL.A,2014,7900,34.364,19.296,1.37,22.78,0.434,0.962,79.9955,28.979,5.385
BOWL AMERICA INC  -CL A,MD,BWL.A,2015,7900,32.062,19.05,1.64,23.125,0.326,0.91,73.6991,26.974,5.088
BOWL AMERICA INC  -CL A,MD,BWL.A,2016,7900,31.851,19.222,2.151,24.098,0.319,0.852,73.8023,26.149,5.702
BOWL AMERICA INC  -CL A,MD,BWL.A,2017,7900,29.626,18.894,2.451,23.933,0.319,0.803,73.872,24.586,5.04
BRADY CORP,WI,BRC,2008,3990,1850.513,718.234,132.188,1523.016,85.908,536.511,1971.1592,1021.808,828.705
BRADY CORP,WI,BRC,2009,3990,1583.267,576.268,70.122,1208.702,77.395,431.361,1544.8779,951.092,632.175
BRADY CORP,WI,BRC,2010,3990,1746.531,582.777,81.956,1259.096,72,478.527,1463.4734,1005.027,741.504
BRADY CORP,WI,BRC,2011,3990,1861.505,634.574,108.652,1339.597,79.326,489.21,1572.7368,1156.192,705.313
BRADY CORP,WI,BRC,2012,3990,1607.719,643.976,-17.911,1324.269,74.852,468.546,1367.7542,1009.353,598.366
BRADY CORP,WI,BRC,2013,3990,1438.683,504.375,-154.535,1152.109,77.905,457.613,1728.2767,830.797,607.886
BRADY CORP,WI,BRC,2014,3990,1253.665,570.872,-45.968,1225.034,82.561,487.212,1340.0045,733.076,520.589
BRADY CORP,WI,BRC,2015,3990,1062.897,573.841,2.987,1171.731,86.09,463.734,1207.0464,587.688,475.209
BRADY CORP,WI,BRC,2016,3990,1043.964,529.421,80.11,1120.625,74.204,440.895,1621.7844,603.598,440.366
BRADY CORP,WI,BRC,2017,3990,1050.223,527.721,95.645,1113.316,68.268,427.277,1704.9196,700.14,350.083
BRIDGFORD FOODS CORP,CA,BRID,2008,2013,51.955,80.323,-12.447,120.99,3.508,43.524,40.1931,32.535,19.42
BRIDGFORD FOODS CORP,CA,BRID,2009,2013,58.899,71.17,6.787,122.665,3.602,41.752,78.1143,32.423,26.476
BRIDGFORD FOODS CORP,CA,BRID,2010,2013,60.523,68.933,4.319,117.655,3.53,41.031,114.6411,36.2,24.323
BRIDGFORD FOODS CORP,CA,BRID,2011,2013,56.966,79.226,-0.443,118.263,3.462,38.546,88.7607,24.838,32.128
BRIDGFORD FOODS CORP,CA,BRID,2012,2013,61.55,82.398,3.651,127.355,3.857,39.664,63.6551,20.144,41.406
BRIDGFORD FOODS CORP,CA,BRID,2013,2013,64.764,82.805,2.916,129.003,3.325,41.03,92.1621,33.455,31.309
BRIDGFORD FOODS CORP,CA,BRID,2014,2013,58.176,93.039,-4.344,133.401,3.093,41.169,75.1823,25.25,32.926
BRIDGFORD FOODS CORP,CA,BRID,2015,2013,75.302,80.529,15.442,130.448,1.861,38.876,82.628,35.645,39.657
BRIDGFORD FOODS CORP,CA,BRID,2016,2013,87.254,81.807,7.77,140.063,2.055,44.377,103.4664,38.909,48.345
BRIDGFORD FOODS CORP,CA,BRID,2017,2013,97.545,102.271,8.829,167.223,2.403,48.758,116.1728,56.038,41.507
BRISTOL-MYERS SQUIBB CO,DE,BMY,2008,2834,29552,5584,5247,20597,1550,9777,46011.75,12241,17311
BRISTOL-MYERS SQUIBB CO,DE,BMY,2009,2834,31008,4376,10570,18808,1136,8519,43278.5,14843,16223
BRISTOL-MYERS SQUIBB CO,DE,BMY,2010,2834,31076,4420,3102,19484,977,8184,45121.92,15713,15438
BRISTOL-MYERS SQUIBB CO,DE,BMY,2011,2834,32970,4722,3709,21244,957,8942,59555.6,15956,17103
BRISTOL-MYERS SQUIBB CO,DE,BMY,2012,2834,35897,3474,1960,17621,797,8667,53382.42,13623,22259
BRISTOL-MYERS SQUIBB CO,DE,BMY,2013,2834,38592,3272,2563,16385,855,8654,87644.35,15154,23356
BRISTOL-MYERS SQUIBB CO,DE,BMY,2014,2834,33749,2952,2004,15879,734,8908,98048.83,14852,18766
BRISTOL-MYERS SQUIBB CO,DE,BMY,2015,2834,31748,3142,1565,16560,825,10560,114810.51,14266,17324
BRISTOL-MYERS SQUIBB CO,DE,BMY,2016,2834,33707,4299,4457,19427,789,9755,97711.68,16177,17360
BRISTOL-MYERS SQUIBB CO,DE,BMY,2017,2834,33551,5045,1007,20776,740,10639,100070.24,11741,21704
BROWN FORMAN CORP,DE,BF.B,2008,2085,3405,840,440,2582,415,1007,8328.8256,1725,1680
BROWN FORMAN CORP,DE,BF.B,2009,2085,3475,831.6,435,2481,383,919,7105.4035,1816,1659
BROWN FORMAN CORP,DE,BF.B,2010,2085,3383,804,449,2469,350,889,8655.0192,1895,1488
BROWN FORMAN CORP,DE,BF.B,2011,2085,3712,811,572,2589,366,934,10317.7372,2060,1652
BROWN FORMAN CORP,DE,BF.B,2012,2085,3477,882,513,2723,395,1005,12169.0881,2069,1408
BROWN FORMAN CORP,DE,BF.B,2013,2085,3626,843,591,2849,408,1058,15075.6326,1628,1998
BROWN FORMAN CORP,DE,BF.B,2014,2085,4103,863,659,2991,436,1122,19101.35,2032,2071
BROWN FORMAN CORP,DE,BF.B,2015,2085,4193,900,684,3134,437,1134,19008.3733,1905,2288
BROWN FORMAN CORP,DE,BF.B,2016,2085,4183,889,1067,3089,417,1105,19671.1861,1562,2621
BROWN FORMAN CORP,DE,BF.B,2017,2085,4625,915,669,2994,383,1050,18300.0473,1370,3255
BRUNSWICK CORP,DE,BC,2008,3510,3223.9,3664.1,-788.1,4708.7,62,790.6,369.4065,729.9,2494
BRUNSWICK CORP,DE,BC,2009,3510,2709.4,2303.2,-586.2,2776.1,33.8,713.6,1121.8227,210.3,2499.1
BRUNSWICK CORP,DE,BC,2010,3510,2678,2554,-110.6,3403.3,34.8,641.4,1661.5071,70.4,2607.6
BRUNSWICK CORP,DE,BC,2011,3510,2494,2768.1,71.9,3748,35.9,667.1,1609.2182,30.9,2463.1
BRUNSWICK CORP,DE,BC,2012,3510,2424.2,2683.6,50,3717.6,34.5,654.1,2607.3658,77.7,2346.5
BRUNSWICK CORP,DE,BC,2013,3510,2915.8,2784.8,769.2,3887.5,33.9,695.1,4256.3585,1038.4,1877.4
BRUNSWICK CORP,DE,BC,2014,3510,3134.4,2720.7,245.7,3838.7,31.2,676.2,4751.4944,1171.5,1962.9
BRUNSWICK CORP,DE,BC,2015,3510,3152.5,2902.2,241.4,4105.7,28.7,688.2,4586.9646,1281.3,1871.2
BRUNSWICK CORP,DE,BC,2016,3510,3284.7,3159.5,276,4488.5,27.1,745.4,4871.3492,1440.1,1844.6
BRUNSWICK CORP,DE,BC,2017,3510,3358.2,3168.7,146.4,4510,29.9,741.5,4833.7931,1482.9,1875.3
UNISYS CORP,DE,UIS,2008,7373,2824.1,3804.5,-130.1,5233.2,5.9,1029.5,314.415,-1454.3,4278.4
UNISYS CORP,DE,UIS,2009,7373,2956.9,3265.6,189.3,4597.7,1.6,790.8,1631.088,-1268.3,4228.6
UNISYS CORP,DE,UIS,2010,7373,3020.9,2809.2,236.1,4019.6,0.6,696,1102.914,-937.3,3954.7
UNISYS CORP,DE,UIS,2011,7373,2612.2,2728.3,134,3853.8,0.9,662.4,856.2418,-1567.8,3923.2
UNISYS CORP,DE,UIS,2012,7373,2420.4,2616.2,145.6,3706.4,3.1,664.9,760.854,-1849.9,4009.1
UNISYS CORP,DE,UIS,2013,7373,2510,2502,108.5,3456.5,2.5,628.9,1477.08,-950.2,3173.9
UNISYS CORP,DE,UIS,2014,7373,2348.7,2468.1,46.7,3356.4,8,622.9,1465.156,-1460,3801.1
UNISYS CORP,DE,UIS,2015,7373,2143.2,2297.2,-109.9,3015.1,4.9,530.1,551.395,-1389.7,3521.8
UNISYS CORP,DE,UIS,2016,7373,2021.6,2116,-47.7,2820.7,2.7,471.3,748.995,-1631,3669
UNISYS CORP,DE,UIS,2017,7373,2542.4,2066.1,-65.3,2741.8,1.6,438.7,411.575,-1354.7,3868.9
LIVERAMP HOLDINGS INC,DE,RAMP,2008,7370,1471.855,814.968,-7.78,1384.079,10.1,219.721,917.3611,500.512,971.343
LIVERAMP HOLDINGS INC,DE,RAMP,2009,7370,1367.343,776.502,37.504,1276.573,10.7,169.96,581.1368,507.67,859.673
LIVERAMP HOLDINGS INC,DE,RAMP,2010,7370,1363.42,732.796,44.549,1099.235,8.1,162.097,1425.8008,574.4,784.923
LIVERAMP HOLDINGS INC,DE,RAMP,2011,7370,1306.625,777.738,-23.147,1159.97,7.6,159.884,1156.3804,585.178,715.592
LIVERAMP HOLDINGS INC,DE,RAMP,2012,7370,1226.851,773.182,77.263,1130.624,4.5,144.826,1127.6295,611.747,614.996
LIVERAMP HOLDINGS INC,DE,RAMP,2013,7370,1187.706,760.055,57.607,1099.359,5.3,152.804,1499.7672,619.748,568.338
LIVERAMP HOLDINGS INC,DE,RAMP,2014,7370,1323.301,753.515,8.863,1097.545,6,155.369,2636.0328,682.857,640.444
LIVERAMP HOLDINGS INC,DE,RAMP,2015,7370,1322.424,697.169,-11.031,1020.059,5.4,152.073,1439.1876,703.257,619.167
LIVERAMP HOLDINGS INC,DE,RAMP,2016,7370,1149.849,397.815,6.703,850.088,5.9,334.982,1658.577,698.968,450.881
LIVERAMP HOLDINGS INC,DE,RAMP,2017,7370,1234.538,385.644,4.108,880.247,9.3,369.86,2229.0017,738.98,495.558
CONSTELLATION BRANDS,DE,STZ,2008,2082,10052.8,2298.4,-613.3,3773,180.4,770.2,4150.1404,2765.9,7286.9
CONSTELLATION BRANDS,DE,STZ,2009,2082,8036.5,2184,-301.4,3654.6,175.7,759.3,2862.4409,1908.3,6128.2
CONSTELLATION BRANDS,DE,STZ,2010,2082,8094.3,2038,99.3,3364.8,132.5,651.3,3335.6383,2576.3,5518
CONSTELLATION BRANDS,DE,STZ,2011,2082,7167.6,2014.7,559.5,3332,128.6,721.1,4287.2904,2551.9,4615.7
CONSTELLATION BRANDS,DE,STZ,2012,2082,7109.9,1486.8,445,2654.3,116,524,4244.2893,2676,4433.9
CONSTELLATION BRANDS,DE,STZ,2013,2082,7638.1,1564.6,387.8,2796.1,121.9,559.4,8178.2962,2860.3,4777.8
CONSTELLATION BRANDS,DE,STZ,2014,2082,14302.1,2703.7,1943.1,4867.7,278.5,839.4,15528.1698,4981.3,9320.8
CONSTELLATION BRANDS,DE,STZ,2015,2082,15144.5,3211.9,839.3,6028,406.1,1047.9,22338.3214,5770.7,9263.2
CONSTELLATION BRANDS,DE,STZ,2016,2082,16965,3366.7,1054.9,6548.4,468.3,1145.4,28241.6642,6559.6,10273.2
CONSTELLATION BRANDS,DE,STZ,2017,2082,18602.4,3547.1,1535.1,7331.5,552.8,1356.9,30884.3144,6891.2,11717.6
CATO CORP  -CL A,DE,CATO,2008,5621,420.792,572.309,32.319,846.437,6.76,210.892,481.1307,247.37,173.422
CATO CORP  -CL A,DE,CATO,2009,5621,435.353,562.056,33.634,857.718,6.46,227.645,388.79,261.813,173.54
CATO CORP  -CL A,DE,CATO,2010,5621,480.99,552.016,45.765,883.995,6.406,245.483,605.0337,291.312,189.678
CATO CORP  -CL A,DE,CATO,2011,5621,522.092,565.71,57.739,925.528,6.663,251.121,721.0289,325.564,196.528
CATO CORP  -CL A,DE,CATO,2012,5621,551.089,574.176,64.834,931.458,7.056,238.982,781.86,366.679,184.41
CATO CORP  -CL A,DE,CATO,2013,5621,532.646,581.961,61.668,944.048,6.186,244.327,807.4426,345.234,187.412
CATO CORP  -CL A,DE,CATO,2014,5621,596.918,571.246,54.322,920.033,5.741,245.868,817.6063,391.109,205.809
CATO CORP  -CL A,DE,CATO,2015,5621,608.278,600.569,60.502,986.914,5.528,276.234,1183.7656,380.198,228.08
CATO CORP  -CL A,DE,CATO,2016,5621,642.344,616.48,66.842,1011.091,7.074,275.713,1124.1584,412.665,229.679
CATO CORP  -CL A,DE,CATO,2017,5621,606.324,601.985,47.212,956.569,6.868,289.619,675.501,383.903,222.421
CAVCO INDUSTRIES INC,DE,CVCO,2008,2452,181.25,120.753,6.312,141.914,0.232,13.825,226.0781,146.351,34.899
CAVCO INDUSTRIES INC,DE,CVCO,2009,2452,178.631,93.774,0.458,105.362,0.268,11.213,153.5652,148.04,30.591
CAVCO INDUSTRIES INC,DE,CVCO,2010,2452,232.342,103.711,-3.371,115.612,0.247,15.946,223.3439,145.776,51.988
CAVCO INDUSTRIES INC,DE,CVCO,2011,2452,269.442,146.192,2.831,171.827,0.241,21.073,307.9009,150.669,82.954
CAVCO INDUSTRIES INC,DE,CVCO,2012,2452,437.334,341.565,15.237,443.066,1.6,78.921,320.9828,168.343,182.45
CAVCO INDUSTRIES INC,DE,CVCO,2013,2452,444.499,347.935,4.963,452.3,1.6,79.313,331.4678,176.89,175.615
CAVCO INDUSTRIES INC,DE,CVCO,2014,2452,469.239,409.856,16.238,533.339,1.5,87.938,693.8903,290.433,178.806
CAVCO INDUSTRIES INC,DE,CVCO,2015,2452,502.582,436.766,23.817,566.659,1.5,87.659,664.9565,320.154,182.428
CAVCO INDUSTRIES INC,DE,CVCO,2016,2452,553.835,563.985,28.541,712.352,0.7,98.103,834.4109,353.226,200.609
CAVCO INDUSTRIES INC,DE,CVCO,2017,2452,607.316,612.073,37.955,773.797,1,101.231,1047.018,394.408,212.908
R F INDUSTRIES LTD,NV,RFIL,2008,3678,17.768,8.578,1.559,17.695,0.198,6.392,14.517,16.122,1.646
R F INDUSTRIES LTD,NV,RFIL,2009,3678,16.598,7.068,0.656,14.213,0.254,5.788,11.5344,15.253,1.345
R F INDUSTRIES LTD,NV,RFIL,2010,3678,19.109,7.697,1.22,16.322,0.215,5.989,19.9308,16.914,2.195
R F INDUSTRIES LTD,NV,RFIL,2011,3678,24.378,9.705,0.776,19.434,0.244,7.528,22.4708,19.464,4.7
R F INDUSTRIES LTD,NV,RFIL,2012,3678,25.464,16.399,2.611,30.233,0.242,9.159,30.773,20.23,5.234
R F INDUSTRIES LTD,NV,RFIL,2013,3678,28.953,20.008,3.828,36.625,0.195,9.187,74.2093,25.419,3.534
R F INDUSTRIES LTD,NV,RFIL,2014,3678,29.029,12.07,1.439,23.115,0.147,8.187,37.3997,25.856,3.173
R F INDUSTRIES LTD,NV,RFIL,2015,3678,32.252,20.541,0.994,32.804,0.152,10.191,39.3001,26.371,5.881
R F INDUSTRIES LTD,NV,RFIL,2016,3678,25.837,20.742,-4.089,30.241,0.156,9.953,15.4613,21.392,4.445
R F INDUSTRIES LTD,NV,RFIL,2017,3678,25.06,21.365,0.382,30.964,0.13,8.372,21.7364,21.343,3.717
CANTEL MEDICAL CORP,DE,CMD,2008,3845,279.19,149.741,8.693,249.374,1.186,68.849,152.7414,168.712,110.478
CANTEL MEDICAL CORP,DE,CMD,2009,3845,277.871,149.039,15.569,260.05,1.483,71.846,257.6491,187.116,90.755
CANTEL MEDICAL CORP,DE,CMD,2010,3845,280.665,151.543,19.941,273.952,1.853,78.306,267.8321,209.405,71.26
CANTEL MEDICAL CORP,DE,CMD,2011,3845,321.443,186.422,20.425,321.651,2.062,90.563,430.6159,234.315,87.128
CANTEL MEDICAL CORP,DE,CMD,2012,3845,434.812,206.398,31.337,386.49,2.507,114.5,707.8781,275.936,158.876
CANTEL MEDICAL CORP,DE,CMD,2013,3845,487.671,224.11,39.239,425.026,2.308,122.261,1091.8025,321.132,166.539
CANTEL MEDICAL CORP,DE,CMD,2014,3845,536.145,256.564,43.265,488.749,2.656,141.249,1389.5503,365.246,170.899
CANTEL MEDICAL CORP,DE,CMD,2015,3845,584.031,285.599,47.953,565.004,3.333,171.821,2283.2275,406.633,177.398
CANTEL MEDICAL CORP,DE,CMD,2016,3845,694.532,329.526,59.953,664.755,3.349,209.681,2792.3506,454.37,240.162
CANTEL MEDICAL CORP,DE,CMD,2017,3845,786.373,369.192,71.378,770.157,3.694,249.435,3096.2918,523.932,262.441
CHEMED CORP,DE,CHE,2008,8082,760.924,811.874,71.017,1148.941,26.8,175.333,891.4446,371.592,389.332
CHEMED CORP,DE,CHE,2009,8082,819.47,836.941,73.784,1190.236,27,195.958,1084.8895,477.162,342.308
CHEMED CORP,DE,CHE,2010,8082,830.161,908.573,81.831,1280.545,27.7,198.775,1351.4293,462.049,368.112
CHEMED CORP,DE,CHE,2011,8082,795.905,973.236,85.979,1355.97,27.2,198.652,975.909,413.684,382.221
CHEMED CORP,DE,CHE,2012,8082,859.626,1036.333,89.304,1430.043,29.2,205.498,1271.1099,453.291,406.335
CHEMED CORP,DE,CHE,2013,8082,893.701,1011.898,77.227,1413.329,31,208.773,1347.3627,448.89,444.811
CHEMED CORP,DE,CHE,2014,8082,859.932,1037.144,99.317,1456.282,32.8,217.506,1784.7663,451.356,408.576
CHEMED CORP,DE,CHE,2015,8082,852.325,1087.61,110.274,1543.388,36.4,232.633,2516.1906,513.253,339.072
CHEMED CORP,DE,CHE,2016,8082,880.059,1115.431,108.743,1576.881,37.2,238.267,2596.5567,524.099,355.96
CHEMED CORP,DE,CHE,2017,8082,920.026,1150.532,98.177,1666.724,40.9,271.245,3897.5548,540.354,379.672
BRINKER INTL INC,DE,EAT,2008,5812,2193.122,3598.671,51.722,4235.223,133.6,229.207,1914.8724,595.089,1598.033
BRINKER INTL INC,DE,EAT,2009,5812,1948.947,3061.168,79.166,3620.58,113.2,238.023,1739.1888,646.924,1302.023
BRINKER INTL INC,DE,EAT,2010,5812,1852.104,2406.711,137.704,2858.498,80.6,169.468,1468.7311,728.748,1123.356
BRINKER INTL INC,DE,EAT,2011,5812,1484.568,2283.902,141.06,2761.386,80.2,139.286,2028.6635,438.91,1045.658
BRINKER INTL INC,DE,EAT,2012,5812,1436.072,2311.469,151.232,2826.922,80.4,151.182,2369.2795,309.873,1126.199
BRINKER INTL INC,DE,EAT,2013,5812,1452.603,2306.004,163.359,2846.098,82.8,143.451,2659.3169,149.357,1303.246
BRINKER INTL INC,DE,EAT,2014,5812,1490.604,2345.888,154.039,2905.452,92.2,140.009,3140.7954,63.094,1427.51
BRINKER INTL INC,DE,EAT,2015,5812,1435.873,2407.603,196.694,3002.278,94.3,137.458,3492.7829,-78.46,1514.333
BRINKER INTL INC,DE,EAT,2016,5812,1472.716,2638.872,200.745,3257.489,93.6,142.024,2523.3181,-213.099,1685.815
BRINKER INTL INC,DE,EAT,2017,5812,1413.7,2583.865,150.823,3150.837,103.8,142.093,1845.6021,-493.681,1907.381
CINCINNATI BELL INC,OH,CBB,2008,4813,2086.7,639.8,102.6,1403,25.1,283,439.8123,-838.7,2796
CINCINNATI BELL INC,OH,CBB,2009,4813,2064.3,591.7,89.6,1336,22.8,274.8,691.3248,-784,2718.9
CINCINNATI BELL INC,OH,CBB,2010,4813,2653.6,604.5,28.3,1377,22,270.9,553.9548,-797.2,3321.4
CINCINNATI BELL INC,OH,CBB,2011,4813,2714.7,677.3,18.6,1462.4,18.4,261.5,593.0377,-844.6,3429.9
CINCINNATI BELL INC,OH,CBB,2012,4813,2872.4,694.6,11.2,1473.9,16.6,269.1,1109.5301,-827.6,3570.6
CINCINNATI BELL INC,OH,CBB,2013,4813,2107.3,643,-54.7,1256.9,12.2,220.8,741.0674,-806.1,2784
CINCINNATI BELL INC,OH,CBB,2014,4813,1819.7,695.4,75.6,1278.2,8.9,221.1,667.6542,-777.9,2468.2
CINCINNATI BELL INC,OH,CBB,2015,4813,1454.4,670.4,353.7,1167.8,8.3,212.5,755.5572,-427.6,1752.6
CINCINNATI BELL INC,OH,CBB,2016,4813,1541,678.8,102.1,1185.8,9.5,218.7,939.9516,-251.1,1662.7
CINCINNATI BELL INC,OH,CBB,2017,4813,2162.4,761.3,35.1,1288.5,13.5,240.9,879.8283,-272.5,2305.5
IHEARTMEDIA INC,DE,IHRT,2008,4832,21125.463,2904.444,-4005.473,6688.683,107.9,1999.991,187.8715,-3380.147,24041.694
IHEARTMEDIA INC,DE,IHRT,2009,4832,18047.101,2493.659,-4034.086,5551.909,67.3,1645.752,256.6955,-7300.386,24891.839
IHEARTMEDIA INC,DE,IHRT,2010,4832,17479.867,2422.943,-479.089,5865.685,82,1780.096,748.395,-7695.606,24684.553
IHEARTMEDIA INC,DE,IHRT,2011,4832,16542.039,2486.336,-302.094,6161.352,92.2,1816.754,364.8046,-7993.735,23956.125
IHEARTMEDIA INC,DE,IHRT,2012,4832,16292.713,2482.75,-424.479,6246.884,113.4,1899.075,291.2712,-8299.188,24287.904
IHEARTMEDIA INC,DE,IHRT,2013,4832,15097.302,2528.319,-606.883,6243.044,133.7,1931.243,572.1913,-8942.166,23793.937
IHEARTMEDIA INC,DE,IHRT,2014,4832,14040.242,2521.365,-793.761,6303.533,103,1958.439,651.2321,-9889.348,23705.45
IHEARTMEDIA INC,DE,IHRT,2015,4832,13821.098,2459.345,-754.621,6241.516,129.1,1988.319,80.631,-10784.296,24427.779
IHEARTMEDIA INC,DE,IHRT,2016,4832,12862.247,2401.387,-296.318,6273.573,132.7,2046.924,100.6071,-11020.658,23747.722
IHEARTMEDIA INC,DE,IHRT,2017,4832,12260.431,2449.322,-393.891,6170.994,201.5,2140.044,45.7695,-11370.219,23587.886
CLOROX CO/DE,DE,CLX,2008,2842,4708,2862,461,5273,486,1287,7205.5836,-370,5078
CLOROX CO/DE,DE,CLX,2009,2842,4576,2905,537,5450,499,1326,7769.1911,-175,4751
CLOROX CO/DE,DE,CLX,2010,2842,4555,2874,603,5534,518,1382,8625.6324,83,4472
CLOROX CO/DE,DE,CLX,2011,2842,4163,2785,557,5231,502,1340,8839.1585,-86,4249
CLOROX CO/DE,DE,CLX,2012,2842,4355,2998,541,5468,482,1389,9388.0625,-135,4490
CLOROX CO/DE,DE,CLX,2013,2842,4311,3040,572,5623,500,1437,10838.7124,146,4165
CLOROX CO/DE,DE,CLX,2014,2842,4258,3062,558,5591,504,1394,11771.9544,154,4104
CLOROX CO/DE,DE,CLX,2015,2842,4164,3029,580,5655,523,1457,13378.4283,118,4046
CLOROX CO/DE,DE,CLX,2016,2842,4518,3006,648,5761,587,1534,17901.4385,297,4221
CLOROX CO/DE,DE,CLX,2017,2842,4573,3149,701,5973,599,1544,17189.8254,542,4031
COCA-COLA CO,DE,KO,2008,2086,40519,10308,5807,31944,2998,11774,104664.24,20472,19664
COCA-COLA CO,DE,KO,2009,2086,48671,10002,6824,30990,2791,11358,131271,24799,23325
COCA-COLA CO,DE,KO,2010,2086,72921,11132,11809,35119,2917,13094,150744.84,31003,41604
COCA-COLA CO,DE,KO,2011,2086,79974,16322,8572,46565,3256,17450,158342.11,31635,48053
COCA-COLA CO,DE,KO,2012,2086,86174,17157,9019,48017,3342,17740,162001.25,32790,53006
COCA-COLA CO,DE,KO,2013,2086,90055,16513,8584,46854,3266,17305,181846.62,33173,56615
COCA-COLA CO,DE,KO,2014,2086,92023,15985,7098,45998,3499,17550,184332.52,30320,61462
COCA-COLA CO,DE,KO,2015,2086,90093,15573,7351,44294,3976,16572,185759.04,25554,64329
COCA-COLA CO,DE,KO,2016,2086,87270,14729,6527,41863,4004,15424,177780.48,23062,64050
COCA-COLA CO,DE,KO,2017,2086,87896,12035,1248,35410,3958,12727,195402.92,17072,68919
COLGATE-PALMOLIVE CO,DE,CL,2008,2844,9979.3,6315.9,1957.2,15329.9,1649.5,5341.3,34366.847,1928.1,7936
COLGATE-PALMOLIVE CO,DE,CL,2009,2844,11134,5990,2291,15327,1534,5282,40595.6548,3080,7877
COLGATE-PALMOLIVE CO,DE,CL,2010,2844,11172,6006,2203,15564,1656,5414,39771.0945,2675,8355
COLGATE-PALMOLIVE CO,DE,CL,2011,2844,12724,6707,2431,16734,1734,5748,44348.863,2375,10183
